RCR (log) First Interval,d(logRCR),d(logRCR Randomized)
0.11898,-0.10659,-0.59073
-0.17672,0.3148,0.198594
-0.53871,0.487211,0.719105
-0.08387,-0.08468,0.199515
-0.4102,-0.02894,0.605851
-0.03512,-0.13957,-0.23852
0.143446,-0.39233,-0.30213
0.069368,-0.05937,0.255052
-0.01277,-0.34998,-0.09858
-0.29114,-0.03405,0.212986
-0.0827,-0.11667,0.047004
-0.16502,-0.01289,0.364609
-0.11579,0.054904,0.376779
-0.0987,0.021667,-0.03771
-0.53489,0.192069,0.498515
-0.22643,-0.06817,0.04498
-0.14287,-0.18265,0.149834
-0.30399,0.372654,0.149225
-0.25133,0.286619,-0.0043
-0.02488,-0.18482,0.080478
0.282511,0.135237,-0.09484
0.286511,-0.17644,-0.08404
-0.22509,0.090933,0.18234
0.285816,-0.20281,-0.63142
0.234361,-0.16216,-0.55972
-0.13629,0.166954,0.135788
0.06222,0.004281,0.240278
0.201032,-0.02987,-0.09491
-0.26963,-0.17237,0.399246
-0.02904,-0.07493,-0.08261
-0.18346,0.039022,0.434037
-0.01166,0.020077,-0.01271
0.115649,0.086306,-0.71059
-0.07352,0.032143,0.051519
-0.07666,0.26415,0.170976
0.102515,-0.07267,-0.32396
-0.08482,-0.4533,-0.06148
-0.23167,0.055767,-0.01999
-0.28577,0.104737,-0.18555
0.467094,-0.273,-0.54979
0.245543,-0.08317,-0.37611
-0.40042,0.267663,0.374743
0.109375,-0.17776,-0.22126
0.141497,-0.23682,-0.41103
-0.35986,0.007955,0.630248
0.087913,0.031651,-0.02565
-0.13247,-0.06107,0.084424
0.038528,0.871919,-0.43704
0.022955,0.045754,-0.30978
-0.37592,0.156458,0.311367
-0.04479,-0.11961,0.3776
-0.35646,0.005652,0.173451
0.29007,-0.31912,-0.5868
-0.15431,0.193877,0.218965
0.613152,-0.0529,-0.64462
0.338357,-0.23697,-0.33809
0.053683,-0.29362,0.648104
0.136639,-0.12035,-0.16028
-0.36177,0.237384,0.498736
-0.37134,0.313091,0.140956
0.060153,-0.06069,-0.36118
-0.0395,-0.20323,-0.20812
0.319732,-0.28833,-0.39213
0.335851,-0.00453,-0.7301
-0.22707,0.102901,0.192996
0.124081,0.079391,-0.24817
-0.08161,0.09709,-0.16269
-0.04324,0.074979,-0.29439
0.264766,0.017529,-0.39373
-0.09161,-0.1385,-0.15088
0.006453,0.603425,-0.10231
0.239516,-0.274,-0.25722
-0.2585,-0.04139,0.185582
-0.53012,0.027717,0.42335
0.18513,-0.25053,-0.54627
0.260437,-0.29257,-0.35719
0.337609,-0.21153,-0.52597
-0.24023,-0.15402,0.450657
-0.23772,-0.00933,0.6148
-0.07054,-0.0201,-0.31394
-0.1489,-0.00826,0.152626
-0.38473,0.243884,-0.07743
-0.1028,-0.21315,-0.18
0.025415,0.006898,-0.13091
-0.2255,0.103362,-0.21912
0.119904,-0.08751,-0.05927
-0.03141,0.058271,0.08933
-0.11995,-0.12205,0.079177
0.228048,-0.20212,-0.37675
-0.27854,-0.00826,0.110382
0.445803,-0.2642,-0.14752
-0.53012,0.066464,0.17579
-0.20182,0.211338,-0.14169
-0.18754,0.083712,0.344708
0.14366,-0.13283,-0.54204
-0.16188,0.214206,-0.20022
0.361929,-0.25771,-0.40966
-0.36458,-0.04208,0.039598
0.02861,-0.11972,0.11218
0.077928,-0.02497,-0.06279
0.432879,-0.60105,-0.59401
-0.00572,-0.17158,-0.24594
0.692858,-0.32473,-0.70845
0.147499,-0.12314,-0.50831
0.097069,0.056299,-0.22621
0.313948,-0.24378,-0.11677
0.016065,0.244961,-0.06657
-0.06628,-0.02047,-0.12763
-0.21135,-0.00232,0.05782
0.030006,-0.01019,-0.44787
-0.19049,0.128617,0.11748
-0.41822,0.062872,0.347
-0.03401,-0.00162,-0.46259
0.207629,-0.35393,-0.66713
0.378691,-0.35159,-0.46214
0.027328,-0.06154,-0.29568
-0.0847,0.143908,0.279204
-0.32559,-0.00503,0.460611
-0.29533,0.070038,0.350308
-0.32937,0.195952,0.122287
-0.21268,0.057018,0.407128
0.663765,-0.46548,-0.80271
-0.24245,-0.06882,0.302661
0.05383,-0.23224,0.004795
-0.17541,-0.09433,0.336444
-0.42243,0.16214,0.551343
-0.00188,-0.1518,-0.17028
-0.11509,-0.12921,-0.31955
0.132467,-0.1757,-0.36156
-0.07595,-0.4753,0.144618
-0.31418,0.032803,0.011301
-0.10757,0.03325,0.094277
0.054621,0.192779,-0.34996
0.288836,-0.02759,-0.63406
-0.17345,-0.33052,0.230592
-0.01298,-0.07716,0.07301
0.060995,-0.19227,-0.38034
0.036656,-0.04265,-0.34122
0.076896,0.193291,-0.16424
0.487883,-0.26011,-0.43412
0.243955,-0.17675,-0.44831
0.564092,-0.20653,-0.30539
0.222125,-0.21346,-0.10674
0.079276,-0.1326,-0.54502
-0.12041,0.214084,-0.07447
-0.26511,0.1408,-0.17689
0.1301,-0.02931,-0.10584
-0.15646,0.013007,0.327624
0.025368,-0.17415,0.380925
-0.39605,-0.02524,0.475402
0.459994,-0.13569,-0.08852
0.084851,-0.304,-0.13614
-0.19163,-0.12826,0.12967
-0.04533,-0.03462,0.035168
-0.09331,-0.0563,-0.24758
0.103593,-0.18917,-0.15692
0.133106,-0.20852,-0.33453
-0.14406,0.010092,0.061251
-0.35059,-0.04422,0.409722
0.259382,-0.13695,-0.42871
-0.13997,-0.06383,-0.36244
-0.13608,0.211229,-0.12468
0.193195,-0.05208,-0.56548
0.118333,-0.33584,-0.11971
-0.12915,-0.11112,-0.0561
-0.1982,0.132126,0.295972
0.00983,-0.1468,-0.11623
-0.1725,0.021474,0.033195
0.157656,0.069921,-0.19195
0.025401,0.112564,-0.26933
-0.09896,0.014216,0.049735
0.043347,0.132195,0.037209
-0.13115,0.149772,0.281207
-0.11325,-0.1967,-0.1831
0.246353,-0.19613,-0.46099
0.463323,-0.10802,-0.67909
-0.1748,-0.1708,0.400059
-0.05318,-0.16985,-0.01825
-0.12882,-0.03559,-0.2047
-0.45768,0.22287,0.261653
-0.13948,-0.07313,0.184199
0.041813,-0.14402,-0.12142
-0.28517,0.317017,-0.08779
-0.30311,0.169439,0.375311
0.241978,-0.3083,-0.20669
-0.1754,0.089099,0.053158
0.02064,0.095248,-0.3266
-0.30716,0.097047,0.175819
-0.52325,0.07028,0.589576
0.317837,0.383951,-0.06278
-0.37628,-0.3171,0.408123
0.04817,-0.04205,0.089072
0.161987,-0.28339,-0.29874
-0.2263,-0.0479,0.144493
-0.15057,0.088115,-0.19175
0.244254,-0.04144,-0.04444
0.166916,0.020719,-0.29164
0.259634,-0.09612,-0.41651
-0.15616,0.016419,-0.22152
-0.27332,-0.13906,0.082589
-0.2483,-0.25765,0.245546
-0.42833,0.354131,0.141822
-0.24872,-0.17687,0.029924
-0.3524,0.165255,0.203737
-0.06628,-0.07227,0.217921
0.356764,-0.56942,-0.3261
0.37177,-0.24069,-0.6369
-0.00357,-0.2124,-0.25296
-0.26785,0.096939,-0.01319
0.217652,-0.12578,-0.08106
0.004499,0.061822,-0.21312
0.314261,0.08743,0.341473
0.183623,-0.05931,0.018331
-0.30405,0.021706,0.029732
-0.26311,-0.21028,0.327362
-0.06324,0.468176,0.184956
0.04119,-0.14664,-0.21379
-0.16471,-0.13817,-0.23661
-0.44745,0.471355,0.562249
0.187192,0.05151,-0.26306
-0.23305,0.09505,0.05453
-0.40052,0.056255,0.603238
0.210535,-0.14431,0.067928
0.709376,-0.39913,-1.08184
-0.16803,-0.06637,0.427709
-0.00542,-0.21602,-0.10668
-0.09331,0.243871,-0.20161
0.101688,-0.30936,-0.26261
0.243073,0.047489,0.131843
0.05881,-0.12229,-0.00885
-0.21634,0.062959,-0.11168
0.318669,-0.33921,-0.05153
-0.07685,-0.08183,-0.10223
-0.49571,0.39985,0.166749
0.012564,-0.305,0.014537
0.144307,-0.31693,-0.17197
0.2039,-0.04298,-0.27237
-0.07822,-0.32429,-0.1973
0.146142,-0.29208,-0.00814
-0.19085,0.288395,0.080335
-0.03677,0.192163,0.177926
-0.15398,0.26591,0.059464
0.269967,-0.4655,-0.43753
-0.11245,0.187662,0.200916
0.028576,-0.00045,0.193568
0.186434,-0.08777,-0.25144
-0.08764,0.016862,0.044928
-0.10514,0.136201,-0.11313
0.014588,-0.11393,0.105382
0.115734,-0.10712,-0.03742
0.269292,-0.51564,-0.48325
0.142155,0.324719,-0.52714
-0.07637,-0.15736,0.986816
0.022455,-0.13456,-0.32346
-0.25844,-0.04217,0.218565
-0.15394,-0.00644,-0.06598
-0.19208,-0.05717,0.210483
-0.21772,0.327123,-0.02256
0.261922,-0.10011,-0.42841
0.021402,-0.03439,-0.03434
0.052523,0.084719,-0.25972
-0.139,0.066899,0.243224
-0.26449,0.314363,0.519944
-0.43888,0.120075,0.562781
-0.12982,-0.3112,-0.14484
-0.26294,-0.1962,0.557543
0.060792,-0.09465,-0.16775
-0.11244,-0.18359,-0.01415
0.370076,-0.37108,-0.693
0.446624,-0.08295,-0.31672
-0.06698,-0.03074,0.186546
-0.07456,-0.26633,0.432119
-0.11141,-0.08869,0.212171
-0.02624,-0.31139,-0.42686
-0.27078,0.076071,0.485654
-0.21191,0.257386,-0.17227
0.008079,0.000859,0.002752
0.052356,-0.10016,-0.16524
-0.35195,0.085992,0.021325
-0.09627,-0.01234,-0.09684
0.030982,-0.06831,-0.13319
-0.26561,0.051648,0.217407
0.279628,-0.06147,-0.50421
0.413335,-0.38374,-0.67877
0.051393,-0.19111,0.38362
0.080361,-0.13824,0.215349
0.132592,-0.37029,-0.26601
0.132805,-0.3061,0.158816
0.027939,0.248425,0.027793
0.050255,0.001738,-0.3554
0.061012,-0.22558,-0.07285
-0.47866,0.127502,0.489405
-0.2911,0.268513,-0.08421
-0.16729,-0.00027,0.284428
-0.10244,0.033967,0.232424
-0.18583,0.054654,0.367428
0.133838,-0.42834,-0.16836
0.115635,-0.2378,-0.05319
-0.48953,0.302516,0.401063
-0.13498,0.160598,-0.35628
-0.13509,0.083472,0.159763
-0.213,-0.30419,0.269366
-0.26651,-0.06444,0.328123
-0.3267,0.046199,0.311202
0.21254,0.00167,-0.48822
0.258453,-0.18986,-0.54539
-0.04129,-0.04132,-0.21051
-0.41177,0.137122,0.196886
0.042807,-0.31417,0.153987
-0.25385,-0.15576,0.373822
0.285573,-0.07381,-0.85459
-0.15138,-0.47181,-0.05848
0.007137,0.205621,-0.40965
-0.26092,0.070195,-0.12273
-0.21827,0.186288,0.125643
-0.0107,-0.04192,0.000637
-0.02538,0.090522,-0.09816
0.155642,-0.07178,-0.46594
0.207745,-0.24506,-0.55776
-0.42882,0.047521,0.304518
0.477497,-0.42754,-0.49838
-0.11692,0.272675,-0.3001
-0.22493,0.114517,-0.02903
-0.13577,-0.01061,-0.06719
0.245185,-0.17778,-0.28677
-0.10498,-0.16632,-0.38507
0.48248,-0.8729,-0.25691
-0.60513,0.363838,1.084868
0.021688,0.229809,-0.18425
-0.04907,0.106985,0.148416
0.094185,-0.13315,-0.34725
-0.19769,-0.04985,0.381586
-0.1291,-0.05615,0.038456
0.196764,0.100766,0.015839
-0.40905,0.247542,0.141448
0.060544,0.105549,-0.23846
-0.20474,-0.2932,-0.21982
-0.37121,0.033126,0.546753
0.144366,-0.14327,-0.20518
-0.30168,-0.1574,0.25271
0.10735,-0.01992,-0.104
-0.0925,-0.10384,0.154454
0.076701,-0.02873,-0.08324
-0.09986,0.096022,0.179004
0.188068,-0.39654,-0.26721
-0.24552,0.164191,0.563479
0.008725,0.188452,-0.19848
0.12264,-0.03562,-0.25859
-0.01337,0.162612,0.19642
-0.28199,0.083106,0.406918
-0.05351,0.225838,0.359251
-0.204,0.07793,0.444017
-0.42258,-0.22587,0.109539
-0.16832,0.228449,-0.26775
-0.04076,-0.11543,0.103102
0.010217,0.146846,-0.00034
-0.00602,-0.10504,-0.13045
-0.21642,-0.21871,-0.11209
-0.1077,-0.03911,-0.11222
-0.11088,0.211642,0.228135
-0.43619,0.302655,0.318147
0.055045,-0.3918,-0.21397
-0.14006,-0.11673,-0.10229
-0.39187,-0.04277,0.51899
0.193231,-0.06576,-0.37426
-0.24013,0.153939,0.042592
-0.17096,0.118103,-0.13061
-0.22507,0.06772,0.056901
-0.08584,0.386325,-0.08226
-0.40598,0.268658,0.390616
0.174533,-0.24566,-0.26403
0.199576,-0.13617,-0.27448
-0.07859,-0.09498,-0.21915
0.08629,-0.11766,-0.30585
0.067658,-0.32869,0.197595
-0.14983,-0.16309,0.216331
0.108775,-0.23751,-0.34666
-0.22876,-0.04692,0.042342
-0.14616,-0.01911,-0.1673
-0.16172,-0.08044,-0.1953
0.096387,0.015891,-0.15826
-0.10164,-0.13167,-0.12847
-0.19998,-0.12294,-0.21077
-0.38605,-0.00717,0.148227
-0.09104,-0.07995,-0.01907
0.335444,-0.34472,-0.18017
0.016391,0.039138,-0.82909
0.243785,-0.2585,-0.46261
-0.04784,0.230395,0.013123
-0.33187,0.184958,0.33501
0.192849,-0.13697,-0.39282
0.246524,-0.234,-0.32447
-0.11641,-0.09451,0.35934
0.22051,-0.22207,-0.30682
-0.00087,-0.0467,-0.03885
0.03426,0.045651,-0.31669
-0.22314,0.212113,0.36338
-0.16967,-0.23334,0.232173
-0.0625,0.162673,0.447294
-0.18592,-0.10059,-0.10245
0.220868,-0.1034,-0.08551
-0.59767,0.276609,0.724799
0.081069,0.113613,0.166293
-0.2139,0.130451,0.223898
-0.03629,0.32965,0.250312
-0.21633,0.475035,0.097221
0.354939,-0.45208,-0.44626
-0.03658,-0.40878,-0.22449
-0.20234,-0.14768,0.3323
0.305283,-0.13144,-0.32669
0.1106,0.123064,-0.16198
0.026641,-0.02526,0.145685
-0.11581,0.218472,-0.01415
-0.05336,-0.00301,0.094554
0.415112,-0.2267,-0.2123
0.15116,-0.30912,-0.14574
-0.10892,-0.14044,-0.22787
0.265165,0.008217,-0.25565
-0.52984,0.175429,0.582109
0.122229,-0.14173,0.003189
-0.04948,-0.20286,-0.02877
-0.12089,-0.00808,-0.26395
0.037727,-0.2745,0.147942
-0.41395,-0.0578,0.7221
0.047857,0.059961,-0.04918
-0.55348,0.105888,0.51616
-0.34094,-0.15811,0.360895
0.043144,-0.08586,0.16953
-0.32377,0.227077,0.288837
0.030905,-0.09442,-0.19946
0.03675,-0.18268,-0.203
-0.14512,0.223647,0.276216
0.089062,0.035868,-0.35026
-0.12095,-0.10838,-0.13111
0.610275,-0.14677,-0.74423
-0.07499,-0.00062,-0.34571
0.051364,-0.0271,-0.0172
0.045145,0.056943,0.460801
-0.24661,0.344602,0.238141
0.180601,0.004056,-0.0782
-0.16992,-0.20304,0.040738
-0.33813,-0.04685,0.141486
0.121453,-0.43961,0.038926
-0.00551,0.047963,-0.12846
-0.03292,-0.18383,-0.12027
-0.27691,0.025861,0.293615
-0.24998,0.213342,0.258914
0.099183,0.286808,0.000836
-0.19879,-0.35754,0.083459
0.531006,-0.09599,-0.47606
-0.5936,0.023512,0.251701
-0.05536,-0.24351,0.188535
0.17535,-0.31225,-0.18153
0.236845,-0.17669,-0.309
-0.0074,-0.05341,0.291969
-0.00294,0.047724,-0.24631
-0.14834,-0.00966,-0.07337
-0.22753,0.261785,0.303173
0.264968,-0.2086,-0.38335
-0.15281,0.290812,0.139635
-0.36105,0.189667,0.220454
-0.10494,-0.19113,0.376182
0.333331,-0.01537,-0.55253
0.243714,-0.22119,-0.30723
-0.04752,-0.11141,-0.4245
0.007609,0.108508,-0.03358
0.115661,-0.0566,-0.24244
0.169213,-0.31199,-0.30526
0.220471,-0.18324,0.284397
0.141189,0.332067,-0.33637
-0.02876,-0.20327,0.051958
-0.25185,-0.21139,0.301906
-0.54708,0.613871,0.489206
-0.22466,-0.03347,0.094242
0.198446,-0.01323,-0.11834
-0.00834,0.114392,-0.01077
0.130096,-0.01878,0.060117
0.19726,0.105238,-0.44813
-0.38903,0.09689,0.377478
0.003744,0.195884,0.101579
-0.28503,0.106826,0.293781
-0.4985,0.335315,0.501694
-0.27727,0.145114,0.418503
0.31456,-0.33247,-0.39013
-0.23245,0.141124,0.400917
-0.10339,0.250862,-0.08887
0.122964,-0.05003,-0.28204
-0.14168,-0.1673,0.301223
0.304624,-0.39093,-0.31992
-0.224,0.088789,0.121951
0.160626,0.006728,-0.6119
-0.32857,-0.00799,0.339611
-0.27186,-0.16055,0.21553
-0.02806,-0.04679,-0.16384
-0.03114,-0.21254,0.139782
0.283449,-0.48738,-0.39386
0.202908,-0.2162,-0.43433
-0.17005,0.033505,0.273165
-0.1108,-0.26881,0.135657
0.041469,-0.08744,-0.08548
-0.14188,-0.10079,-0.13209
0.2162,-0.18924,-0.21316
-0.23324,-0.14976,0.530768
-0.4838,0.078552,0.455289
0.184927,-0.10729,-0.30255
-0.04511,-0.03529,-0.23117
0.023691,0.042356,-0.374
0.041751,0.06762,-0.18381
0.065924,0.067153,-0.0245
-0.27711,-0.25059,0.379859
-0.03024,0.072339,0.064324
-0.25811,0.250612,0.178228
-0.02293,-0.19451,0.278766
-0.10371,0.017337,0.010296
-0.12045,-0.0744,0.081503
-0.26097,-0.2175,-0.13016
0.334491,-0.15059,-0.61772
0.053798,-0.13102,0.109174
-0.1426,-0.10827,0.448872
0.215408,0.058447,-0.49274
0.084384,0.539993,-0.30284
0.054528,-0.17572,0.020625
-0.00178,0.033121,0.089934
-0.00142,-0.04645,-0.05981
-0.0616,-0.02914,-0.02982
-0.21782,0.036762,0.327779
-0.32022,0.171595,-0.20418
0.076369,-0.20018,-0.17218
0.106772,-0.36844,-0.23359
-0.19718,0.076248,0.021271
-0.1929,0.063723,0.066652
-0.16845,0.168711,0.154387
0.43238,-0.10103,-1.00161
0.376982,-0.09775,-0.55334
-0.06877,-0.12552,-0.16544
-0.2541,-0.04883,0.026911
-0.65396,-0.15874,0.535714
-0.32649,-0.01713,0.25571
-0.15239,0.19629,-0.08052
0.241455,-0.10121,-0.23407
0.225574,0.073071,-0.36642
-0.18046,0.178246,-0.06525
0.030087,-0.05172,-0.15255
-0.19001,-0.07512,-0.16533
-0.31749,0.411647,0.291609
0.386602,-0.44105,-0.33291
-0.12111,-0.08879,0.295044
0.039421,0.071722,-0.15449
-0.04973,0.068856,0.200948
0.149694,-0.23549,-0.53785
0.051569,-0.18903,0.072749
0.14042,-0.00506,0.031906
0.027983,-0.19212,0.034831
-0.14862,0.007445,0.167081
0.314974,0.062107,-0.50524
0.215791,-0.44903,-0.16346
0.203027,-0.27224,-0.43559
-0.22775,0.459557,0.262899
-0.188,0.038448,0.004193
0.038673,0.442775,-0.32518
0.351986,-0.45944,-0.43942
0.339975,-0.25791,-0.18438
-0.11555,0.182224,0.218709
0.050393,-0.18336,-0.17254
0.010431,-0.28022,-0.21285
-0.03566,0.092802,-0.31766
-0.22996,-0.0856,0.351351
-0.0604,-0.3199,-0.26858
-0.05817,-0.04879,0.111137
-0.24443,-0.08356,0.140458
0.207395,-0.24737,-0.40133
-0.00087,-0.17258,0.033183
0.174312,-0.11061,-0.31851
0.079854,0.237003,-0.2925
0.166609,0.048613,-0.24107
0.123838,-0.06362,-0.01753
0.298736,-0.28654,-0.14666
-0.42459,0.049285,0.262063
0.039266,-0.21503,-0.42992
-0.45242,0.101501,0.153917
-0.13053,-0.06369,-0.27064
-0.1983,0.009262,0.212752
0.388264,-0.13825,-0.11571
-0.28,0.096023,0.346227
0.120893,-0.11755,-0.1344
-0.04148,-0.28906,-0.15061
-0.03775,-0.05623,-0.26878
0.410011,-0.08722,-0.3656
0.120656,0.003771,-0.31996
0.067241,-0.36516,0.308696
-0.02516,0.10189,-0.35306
0.173279,0.079559,-0.41322
-0.19343,0.021268,0.064939
0.047088,0.157118,-0.54614
-0.10762,-0.20812,0.258118
-0.01019,0.075774,0.319205
-0.16271,-0.23127,0.323201
-0.08868,0.068377,-0.16237
-0.52068,0.09171,0.413231
0.104345,-0.0087,-0.25615
-0.13259,0.100405,-0.17737
-0.41841,0.542899,0.397102
-0.31769,0.49162,0.082161
0.225263,-0.0289,-0.25956
-0.09125,-0.26052,-0.14834
-0.15495,0.038988,-0.38622
-0.01495,0.000153,-0.14305
-0.23716,0.276408,-0.06631
0.225172,-0.22092,-0.27459
-0.24604,-0.15225,-0.10634
-0.32221,0.111478,0.287728
-0.26804,-0.09036,-0.04491
-0.05041,-0.29986,-0.20988
0.217065,0.211067,-0.50494
0.068291,-0.07562,0.138833
0.094067,-0.2552,-0.21862
0.26526,-0.17198,-0.74944
-0.18921,0.017434,0.050166
0.300638,-0.23146,-0.7791
-0.13882,0.268432,0.050723
-0.05604,0.078844,-0.37224
-0.25111,0.165281,0.008188
0.042016,-0.26334,-0.2193
0.277414,-0.28687,-0.39696
-0.25322,-0.09963,0.086255
-0.10657,-0.18136,0.180887
-0.37899,0.078962,0.262012
-0.26352,0.206219,-0.00451
0.470162,-0.15955,-0.43003
0.326105,-0.27356,-0.52245
0.120279,0.031363,-0.36177
0.174348,-0.13026,0.087765
0.04303,0.078682,-0.21859
0.205164,-0.12101,-0.34688
0.354647,-0.29119,-0.62023
0.103801,-0.20652,0.013131
-0.38034,0.081839,0.78558
-0.3503,-0.13445,0.35872
0.099856,0.01335,-0.17505
0.441846,-0.31888,-0.4116
-0.16287,-0.00745,0.135215
0.134773,-0.39342,-0.64355
-0.11532,0.595058,0.09373
0.089756,0.104695,-0.20866
-0.00932,-0.10478,0.016424
-0.33888,-0.18551,0.426825
0.061295,0.079415,0.01485
-0.27373,0.156065,0.03928
-0.16503,-0.00363,0.037075
-0.03125,-0.21452,-0.05494
0.009191,0.040819,0.194281
0.066294,0.016425,0.020034
0.140895,-0.10147,-0.11646
0.168158,-0.07334,-0.61131
-0.28852,0.03921,0.151457
0.042162,-0.34453,0.111707
0.066245,-0.29766,-0.20608
-0.40494,0.247911,0.417168
-0.10087,0.218124,-0.27943
-0.06232,-0.0794,-0.06281
-0.3337,0.373465,-0.05257
0.198053,-0.09545,-0.22188
-0.06782,-0.21796,-0.09043
-0.03131,-0.20392,-0.05595
-0.18296,-0.05783,0.156152
0.40031,-0.31778,-0.68444
-0.11658,-0.0171,0.428053
-0.20931,0.036712,0.015345
-0.36489,0.388996,-0.02788
-0.22681,0.067735,-0.07928
-0.38691,-0.06764,0.75452
0.272198,0.006301,-0.57136
-0.15533,0.00758,-0.20132
0.431909,-0.08358,-0.68425
0.026384,-0.01764,-0.06202
-0.01663,-0.09554,0.069872
-0.49686,-0.14579,0.406716
0.270366,-0.39315,-0.18973
-0.01718,-0.14942,0.095013
-0.62797,0.647921,1.004546
-0.22263,0.026886,-0.18002
-0.24473,0.083005,-0.01611
-0.02156,-0.35146,0.114551
-0.01629,-0.24858,-0.11984
-0.27182,-0.01158,0.188072
-0.13383,0.100691,0.02072
-0.15237,0.193457,-0.16917
0.031459,-0.06427,0.098331
-0.58797,0.289495,0.777796
0.208829,-0.1968,0.299451
0.1714,-0.10565,-0.27244
0.246428,0.018825,-0.07907
-0.03207,-0.12777,-0.30042
-0.11738,-0.04087,-0.17226
-0.53241,-0.00892,0.362638
-0.19968,0.069725,0.081717
-0.30128,-0.07376,0.369521
0.412675,-0.37262,-0.32303
0.01606,-0.07803,0.042332
-0.06079,-0.00863,0.008931
-0.0339,0.340172,-0.28064
-0.10196,-0.17846,-0.0045
0.063083,-0.41628,-0.29048
-0.36467,0.759019,0.533191
0.144212,-0.03889,-0.50261
-0.19342,0.084857,-0.09651
-0.28969,0.091207,0.017437
-0.32106,0.034596,0.254993
0.139697,-0.10311,-0.15535
-0.15924,-0.04938,0.752474
-0.02233,0.17183,0.485643
-0.29437,0.322939,0.231056
-0.18434,0.177058,0.209686
-0.02548,0.331321,0.101188
0.126863,-0.27789,-0.1636
-0.19439,-0.036,0.22976
-0.2395,-0.22159,0.392873
-0.07944,-0.11082,0.118855
-0.02152,-0.16853,-0.04214
-0.32325,0.151429,-0.06921
-0.03611,-0.014,-0.17266
-0.25783,0.148668,0.034808
-0.24337,-0.08558,0.068182
0.123954,0.062304,-0.23269
-0.01915,0.000575,-0.06035
0.179687,-0.16436,-0.51866
0.209404,-0.4015,-0.09651
-0.14368,-0.23454,0.293182
0.219234,-0.16186,-0.09761
0.251855,-0.33997,-0.31716
-0.08903,0.06815,-0.06964
-0.21884,-0.10175,0.081377
-0.23917,0.116711,0.188516
0.370515,-0.30393,-0.5783
-0.13561,0.06321,0.332302
-0.18715,0.094403,0.155925
0.167469,-0.09971,-0.45014
-0.02877,-0.03565,-0.08216
-0.50048,0.0722,0.245859
-0.47591,-0.00827,0.745884
0.053185,0.033143,-0.23723
-0.24393,-0.09568,0.385053
-0.12517,-0.08444,-0.24081
-0.19268,0.18291,0.293465
0.31785,-0.19995,0.084675
-0.33715,-0.10108,0.437208
0.1328,-0.09995,-0.05707
0.211231,-0.23283,-0.15107
0.034584,0.057575,-0.23561
-0.44914,0.23821,0.312951
-0.08448,-0.19105,-0.01324
0.261501,-0.21236,-0.80283
-0.18476,0.087692,0.228652
-0.18192,0.147398,0.066137
0.129469,-0.12948,-0.07026
0.153813,-0.2042,0.066967
0.063266,-0.00132,-0.11418
-0.35429,0.088342,0.055235
-0.07257,-0.22621,-0.08918
-0.1006,0.211532,-0.00742
-0.11747,0.077123,0.162254
-0.12645,-0.02674,-0.05404
-0.10372,-0.12663,0.129654
0.028203,-0.12826,0.236773
-0.49139,0.726774,0.266695
0.212187,-0.11496,-0.02593
-0.26096,-0.10142,-0.06414
-0.06109,-0.10057,0.051186
0.009158,-0.20492,-0.45018
-0.11978,-0.02455,-0.13803
0.417906,0.468289,-0.39511
-0.21641,-0.03922,0.444181
-0.08721,0.033199,-0.14038
0.391502,-0.03153,-0.76811
-0.0994,-0.06023,-0.20121
0.108346,-0.28094,-0.16241
-0.15935,0.034023,-0.12694
0.066435,-0.09211,-0.08308
0.007466,0.017957,-0.15283
0.242704,-0.33533,-0.35867
0.412045,-0.29708,-0.44485
-0.02271,-0.17122,0.311126
-0.10412,-0.39724,0.08773
0.39695,-0.16641,-0.34483
-0.19108,-0.19258,0.07511
-0.11321,-0.12766,-0.18477
0.070673,-0.08364,-0.2042
-0.10472,-0.22675,-0.11983
-0.1603,-0.04201,-0.00677
0.123689,-0.55223,-0.1452
-0.12576,-0.23349,-0.09048
0.172322,-0.25634,-0.17233
0.154851,-0.13304,-0.20596
-0.36512,0.059164,0.395658
-0.32122,-0.07497,0.270838
-0.13335,0.148483,0.264107
-0.04142,-0.16566,0.038303
0.137926,0.022777,-0.31305
0.169714,-0.25101,-0.46431
0.106379,-0.21803,-0.0372
-0.30865,0.256328,-0.05631
0.259346,-0.08174,-0.05717
-0.44892,0.172453,0.75223
-0.1649,0.079314,0.017582
0.070422,-0.02922,-0.20998
-0.09934,0.112112,-0.47162
-0.10181,-0.02904,0.040922
0.134573,-0.10803,-0.64052
0.073084,-0.1918,-0.02761
-0.11745,0.045837,0.3627
-0.33263,0.405344,0.852437
0.091519,0.045565,0.027666
-0.16085,-0.11272,0.288444
-0.00403,-0.0261,-0.06662
-0.19488,-0.14857,0.415587
0.087092,-0.23727,-0.07146
-0.23633,0.005399,-0.01465
-0.37948,0.033863,0.673162
-0.09774,-0.07457,-0.30885
0.192925,0.217614,-0.56589
-0.03669,-0.00574,0.368012
-0.21313,-0.24637,-0.2309
-0.10507,0.044702,-0.23855
0.461888,-0.08851,-0.44969
-0.25623,0.002318,0.527642
0.246445,-0.01892,-0.19349
-0.23657,-0.02758,-0.19092
0.461148,-0.1356,-0.68925
-0.15405,-0.19837,-0.29177
-0.12264,-0.00475,-0.42652
0.00699,-0.05764,-0.17731
-0.14488,0.080006,-0.16927
-0.02917,-0.03652,-0.08477
-0.45817,0.376935,-0.0516
-0.08503,0.08671,-0.26578
