LogOfMeanRCR03-06,LogOfMeanRCR07-10
-0.144448001,-0.213241391
0.123838321,0.060215191
-0.20635743,-0.268702065
0.134773092,-0.258643732
0.144211641,0.105322786
-0.056042712,0.022800872
-0.043295471,-0.199523316
0.196112653,0.04962481
-0.162046802,-0.287873097
-0.028688843,0.289124953
-0.323248366,-0.171818884
0.124401732,0.009100364
-0.116919062,0.155755734
-0.089648143,-0.434274437
0.496353929,0.155269136
-0.022272352,0.058391692
-0.197175054,-0.12092709
-0.104823941,-0.169533095
0.198053049,0.102602394
0.060255987,-0.102072381
-0.174801815,-0.345605265
-0.135870363,-0.175163273
0.044266996,-0.285875518
0.142345536,0.106311047
0.102866316,0.223167534
-0.312173695,-0.269597868
-0.365121374,-0.305957657
-0.007378055,0.261374068
-0.136824332,-0.282428615
-0.251327173,0.035291575
-0.216330418,0.2587042
-0.233798445,-0.417021343
-0.026211828,-0.314156327
0.505883014,-0.034934189
0.080361416,-0.057876692
0.308288046,0.560705671
-0.127354154,-0.357020301
-0.13481441,-0.192259373
0.039455238,-0.128180412
0.01468752,-0.260882456
0.434433959,0.095913098
-0.068181338,-0.051600988
0.231488796,0.113117784
-0.074292679,-0.147238721
-0.354291438,-0.26594904
-0.159238729,-0.208617771
-0.237177124,-0.372961949
0.210534942,0.066223527
-0.071378332,-0.194416952
0.176624067,0.232552702
0.127594688,0.365643372
-0.049797684,-0.185218644
0.131914046,0.001833181
-0.168324893,0.060123836
-0.237718112,-0.247052542
0.305282671,0.173840247
-0.330128509,-0.273637187
-0.280081205,-0.436657813
-0.209338964,-0.253062494
0.038543751,0.053556952
0.068291266,-0.007324429
-0.082248996,-0.010977416
0.207394509,-0.03997884
-0.102359848,-0.26233337
0.144986035,-0.042511907
-0.605126729,-0.24128825
0.10225971,-0.075570125
-0.315022352,-0.305146519
-0.063244288,0.404931414
0.187685731,-0.041802102
0.056260231,-0.079137687
-0.300108593,-0.311414867
-0.213465015,-0.183376697
-0.062404013,-0.089500418
-0.141464978,-0.371446759
-0.229408882,-0.093700861
0.095372362,-0.021320621
-0.126584725,-0.348271624
0.030005925,0.019818552
-0.069694276,-0.027930598
-0.024880954,-0.209704584
0.313351767,0.220780503
-0.177051055,-0.282726162
-0.078800708,-0.198109519
-0.096546567,-0.343510025
0.153227017,-0.001523988
-0.062315937,-0.141712363
0.175350057,-0.136904174
-0.585872111,-0.509697504
-0.117651324,-0.050005355
-0.446401052,-0.165170387
-0.23916989,-0.122459338
-0.028763431,-0.232036045
0.300637748,0.069177606
0.064149894,-0.024172587
-0.018796809,-0.17495944
-0.111911938,-0.128086425
-0.155103215,-0.165210022
-0.175404258,-0.086304789
-0.04822365,-0.190324634
-0.341718085,-0.384649928
0.317269894,0.125341621
0.130100449,0.100787091
-0.159353138,-0.125329639
0.03411397,-0.138031036
0.239459473,0.024854526
-0.288775541,-0.390250271
0.241230765,0.118123259
-0.073318249,-0.050969646
-0.279102664,-0.129291361
0.119891763,0.187342447
-0.135182926,-0.156380063
0.059726106,0.009099635
0.110599734,0.233663555
-0.239357738,-0.307119901
0.10877514,-0.128738591
-0.296267716,0.054982127
-0.233238329,-0.382997913
-0.098218411,-0.106114759
-0.264868729,-0.136189025
0.115739289,0.014451499
-0.376902571,-0.432423099
-0.132435267,-0.11188335
0.116738358,-0.103211523
0.42041081,0.160378986
0.13277263,0.150501691
-0.296896573,-0.294224347
0.053460752,-0.124121676
-0.147080248,0.072245439
0.060897057,0.086768509
-0.037766778,-0.296725792
0.717796489,0.169637408
-0.083124739,0.065536706
0.295620382,0.145180232
0.021919785,0.026992267
-0.436057633,-0.569225511
-0.208111073,-0.280958584
-0.122683603,-0.261199136
-0.204000135,-0.126070329
-0.044791549,-0.16440376
0.108345663,-0.172598899
-0.036243181,-0.046260905
-0.061345835,-0.13349025
-0.031136105,-0.243679529
0.133838009,-0.294502177
0.613151703,0.560253231
-0.102466413,-0.16809101
0.002274485,-0.068622925
0.01222292,0.053766559
-0.275043536,-0.118383573
-0.158906988,-0.173906347
0.104865367,0.026249772
-0.004033409,-0.030133439
-0.159781038,-0.01530053
0.260741565,0.006723239
0.243784805,-0.014712342
0.018131363,0.025005848
-0.29624111,-0.259744526
-0.085835113,0.300489663
-0.022930988,-0.21743702
0.037727142,-0.236777796
-0.135612059,-0.072402168
-0.199683798,-0.129958851
0.30982526,-0.017671305
0.01606006,-0.061971423
0.083153974,0.16731515
0.379370474,0.456342291
0.076110705,-0.301172118
-0.138820388,0.12961134
-0.193972379,-0.216578277
-0.089705828,0.041426782
0.04701766,0.102404771
-0.104601041,-0.095453006
-0.060422382,-0.100367101
-0.130513811,-0.286822363
0.199575826,0.0634019
-0.496863052,-0.642652923
0.052356479,-0.047807409
0.041295071,-0.113073708
-0.114720202,-0.199303704
0.006453219,0.609878395
0.074819635,-0.117624604
0.079276474,-0.053327235
-0.042848164,-0.224695148
0.378691351,0.027101729
-0.091610178,-0.230107052
-0.167787897,-0.214632963
0.086307493,0.095882993
0.154851283,0.021808844
-0.186048002,-0.231104143
-0.142542318,-0.370759302
0.190624372,-0.158537345
-0.012382482,-0.257908814
0.169270213,0.10589562
0.019759216,-0.138592282
0.05028534,0.080108784
0.290069836,-0.029053325
-0.251715426,-0.256312663
-0.074587994,-0.014130864
-0.218471975,-0.062783679
-0.296810917,-0.12494019
0.417906483,0.886195715
-0.02916807,-0.065692043
-0.295622244,-0.219555053
0.254543658,0.111897266
-0.297099578,-0.245095359
-0.297958618,-0.372286459
0.379965159,0.378070209
0.239515979,-0.034485906
-0.303985116,0.068668901
-0.059067013,0.002297532
-0.243374276,-0.328959209
0.162956567,-0.107263818
-0.316123318,-0.265580169
-0.199982401,-0.322919935
0.162742099,-0.14223421
-0.277273877,-0.132160338
0.406518931,0.093498229
-0.367413844,-0.272252886
0.354647298,0.063460332
0.009687383,-0.202694211
-0.061341266,-0.175191965
0.427182156,-0.182212357
-0.191330065,-0.063018211
0.480526247,0.241260396
0.030905208,-0.063519085
-0.017018222,-0.356243092
-0.194875344,-0.244100155
0.47016173,0.310615113
0.025300039,-0.201026843
-0.226516793,-0.491267639
0.294474333,0.227503888
0.376025024,0.311473673
-0.09614643,-0.088239726
-0.192900806,-0.129177733
0.040220659,0.071193326
0.058810293,-0.06347811
0.2464087,0.140066572
-0.03462695,0.114803249
-0.378235554,-0.352802636
0.150020488,-0.179461035
0.149694394,-0.085795667
-0.109442055,-0.165709575
-0.016336825,-0.092689235
0.038241426,-0.16977028
0.013539457,0.262232437
-0.165024818,-0.177913952
-0.379478487,-0.345615695
-0.329551646,-0.500295996
0.709376371,0.310247603
-0.252359742,0.196333943
0.023181475,-0.154074925
-0.303106103,-0.133667151
-0.125493591,-0.068882877
0.19323071,0.127470135
-0.095393833,-0.066506479
0.3882635,0.250014036
-0.378151751,-0.305567321
-0.001700064,0.014810582
0.337539193,0.353283549
0.243955403,0.067204472
-0.271639256,0.040134132
-0.280003806,-0.183980679
-0.031753522,0.003723921
-0.037496379,-0.306591472
0.168795648,0.354835277
0.227482345,0.08740618
-0.102300111,-0.315080308
-0.098448546,-0.390653562
0.052585131,-0.017531655
0.075772764,0.117361646
0.241455123,0.140240485
0.045970866,-0.039938875
0.200286185,0.413318805
-0.00544881,-0.118847397
0.264765795,0.282294466
-0.207151967,-0.026986733
-0.115794556,-0.060890379
-0.317494881,0.094152159
-0.339501459,-0.252550265
-0.598700232,-0.826060501
0.278561854,0.087943096
-0.204147538,-0.268350466
-0.161878706,0.052327632
0.141448666,-0.235107225
0.069876873,0.300741543
0.03450683,-0.132723083
-0.380890612,-0.500865745
-0.030780403,-0.050503371
0.021064055,0.069653266
-0.420152557,-0.07913103
0.223971294,0.10550595
0.122315225,0.053245869
-0.386045398,-0.393215904
0.002462,-0.196645444
-0.005422897,-0.221441897
-0.428823811,-0.38130301
-0.269926952,-0.270266501
-0.257560018,0.092993348
-0.390314032,-0.145957877
-0.0147116,-0.086453499
-0.303411265,-0.34990135
-0.171290664,-0.061630215
0.330183167,0.010638857
0.171378123,-0.064758557
-0.128037793,0.08243962
-0.249976581,-0.03663453
-0.203823101,-0.496171653
-0.073517516,-0.041374698
-0.347749914,-0.00630968
-0.263601914,-0.29635357
0.099182617,0.385990322
-0.088034514,-0.415044446
-0.047823042,-0.213630619
0.010205016,0.051481962
-0.473977671,0.28841621
0.151323443,0.380925389
-0.07594934,-0.551250708
0.204925907,0.079267519
0.155671592,0.004165777
0.21923439,0.057371053
-0.095648487,-0.137574572
0.066200098,-0.23445403
0.183623246,0.124318224
-0.104548689,-0.022918649
-0.223997294,-0.135207984
-0.163291215,-0.019946306
-0.182502371,-0.243829578
-0.22290089,-0.231055037
-0.222259494,-0.037437533
0.244517695,-0.145717069
-0.060395399,-0.380293755
-0.217804813,-0.286937364
-0.175410082,-0.26974163
0.269542647,0.475875373
0.02309052,-0.287757443
-0.141884806,-0.242677334
0.203900338,0.160920228
-0.101636371,-0.23331009
-0.203136571,-0.179512207
-0.045891739,-0.11976018
0.022444188,0.114995248
-0.310550454,-0.126558237
-0.134759575,-0.140712146
0.209917415,-0.038748983
-0.21399599,-0.189753123
-0.308652089,-0.424553697
-0.085030484,0.001679684
-0.215565522,-0.342320659
-0.019690886,-0.10497898
0.391502218,0.35997132
-0.039495494,-0.242724268
0.413335065,0.029594853
-0.323095479,-0.50345413
-0.128620624,-0.376142837
-0.085706761,-0.136860198
-0.165033449,-0.168664214
-0.101812067,-0.130853692
-0.525612388,-0.362096382
-0.378988551,-0.300026832
-0.013366184,0.149246032
-0.227737279,-0.346928596
-0.126885075,-0.122136977
0.164995419,-0.04674616
-0.094269135,0.137593575
-0.254541206,-0.307233658
-0.282719149,-0.344317524
-0.13382993,-0.033139254
0.246445463,0.227527511
0.137926487,0.160703032
-0.08279952,0.424837984
-0.307764792,-0.176660758
-0.102222523,-0.055530775
0.048906221,-0.013048211
-0.007672348,0.131095969
-0.053356262,-0.056365878
-0.02806113,-0.074849887
-0.209312902,-0.172601152
-0.308219886,-0.516350588
-0.32406084,0.034159788
-0.498366593,-0.484592199
0.610274854,0.463507031
-0.013676471,0.106473785
0.042240024,0.003139597
0.187192,0.23870246
0.319193232,0.160423305
-0.02559865,-0.214363351
0.57678567,0.226831818
-0.225069603,-0.157349352
-0.252233736,-0.228773165
0.152091639,0.155440487
-0.530123628,-0.463659227
-0.113254578,-0.309951937
-0.013754974,-0.154444238
0.184952141,-0.013504424
-0.359727008,-0.197293317
0.066294112,0.08271899
-0.495707752,-0.095858013
-0.093598753,0.230514498
0.202619255,0.123903869
0.368265726,0.098555012
0.163575802,0.091179606
-0.264492628,0.04987012
-0.184342926,0.012232222
-0.400320733,-0.335731272
-0.43562997,-0.392460509
-0.399887768,-0.505991511
0.207745208,-0.037316262
-0.086492885,-0.267599518
-0.321239411,-0.305352302
-0.293674868,-0.016705069
-0.141423099,-0.150928
0.073734471,-0.183811408
-0.149702559,-0.533363598
-0.065819194,-0.176999349
-0.156156526,-0.139737119
0.043455924,-0.027652248
-0.01958127,0.00696053
-0.254266661,-0.196043186
0.143445914,-0.248885291
-0.224464154,-0.605438364
-0.465678688,-0.614773055
0.564091818,0.357560344
0.017421834,-0.192609619
-0.184756951,-0.097064584
0.010523479,-0.139835974
0.132805091,-0.173297359
-0.166294068,-0.083355567
-0.21299887,-0.517187276
-0.361049387,-0.17138192
-0.010701482,-0.236584357
-0.230590912,-0.230618605
-0.139967142,-0.203796692
-0.236252268,0.041826853
-0.09870493,-0.077037931
0.131348116,0.207124437
0.064987476,0.115646997
0.166926446,-0.335692356
0.029547532,-0.033611485
-0.133139493,-0.478030028
-0.111763844,-0.184042036
0.27962787,0.218159233
-0.220247786,-0.520078179
-0.221413355,-0.03786851
-0.110780896,-0.106317987
-0.200978479,-0.09379097
-0.090152427,-0.262832588
0.118332675,-0.217502508
-0.218841163,-0.320589976
-0.096286984,0.084461065
-0.266512956,-0.330949554
0.03021669,-0.010829141
-0.251110348,-0.085829543
0.040903072,0.532483305
-0.226813029,-0.159078022
0.155129787,0.183078033
-0.024699383,-0.013701755
-0.089427245,0.11330837
-0.070345248,0.32638994
0.130096234,0.111317059
-0.160301009,-0.202307536
-0.170054333,-0.136548857
0.140314634,-0.068366515
-0.070543166,-0.090647368
0.234360922,0.072204628
0.089645494,0.097487768
0.19284922,0.055883455
-0.179683303,-0.115779879
-0.265013139,-0.161745931
0.160625825,0.167353726
-0.227946536,-0.134364138
0.012604342,0.139988308
0.051601827,-0.031469856
-0.1024383,-0.06847121
-0.063725339,-0.310062285
0.128104226,0.225567344
-0.034458918,-0.215475712
-0.164829233,-0.001376329
-0.107330175,-0.084909384
0.176195347,0.267261855
0.098555879,-0.11803825
-0.134905636,-0.050507936
0.153795762,-0.113663967
-0.411096026,-0.32005832
-0.233046278,-0.13799601
0.093936022,0.091697786
-0.200043407,-0.197612454
-0.277851535,-0.091421854
0.048863969,-0.453241149
0.056782803,-0.078155892
0.505743232,0.294606218
-0.021956516,-0.044011509
-0.463156372,-0.427004593
-0.269352677,-0.222878596
-0.469113703,-0.345223539
-0.007837001,-0.050736377
0.298407289,0.501284897
0.065454805,-0.069452023
0.296996312,0.27261348
-0.246790544,-0.306096705
-0.113813105,-0.206196594
-0.260302487,-0.32290398
-0.15398326,0.11192675
-0.063597988,-0.049390055
0.023131619,-0.072959758
0.282382288,0.115210793
-0.042581907,0.26211304
0.252512214,0.127125654
-0.301282017,-0.375037623
0.040027085,0.505945899
-0.035580841,-0.183269596
0.155815378,0.100055946
-0.088680771,-0.020303337
-0.107541167,-0.492351628
-0.008591657,0.102835889
-0.036772853,0.15539039
-0.20375159,-0.236808438
-0.028863122,0.111647343
-0.049347032,-0.059160871
0.304297231,0.20917966
0.008978823,-0.155043945
-0.087641683,-0.070779757
0.241690063,0.080556122
0.007829055,0.023818845
-0.256305111,-0.235528741
0.246362766,0.093307408
-0.018492642,-0.253954952
0.351768282,-0.193196279
0.167439636,-0.104732396
-0.457681815,-0.234812077
0.018742649,-0.390688565
-0.165896257,-0.137065018
0.339974776,0.082068134
0.144745057,-0.084624826
-0.280852648,-0.166960753
0.365063553,0.250854365
0.262274781,0.272556931
-0.355624107,-0.311578172
0.005298866,-0.082583324
-0.382517257,-0.273904691
-0.204386511,-0.144140884
-0.215237075,-0.224544911
0.22047112,0.03723377
0.467094295,0.194096344
0.243973375,0.142180741
-0.484355287,-0.36236056
-0.238075917,-0.034289974
-0.181920678,-0.150679827
-0.37312757,-0.190167619
-0.076793127,-0.09059817
0.09377103,0.008024839
-0.084709042,0.135019711
0.291598149,-0.0148814
-0.236569011,-0.264148704
0.027456089,0.255835286
0.169212547,-0.14277324
0.248654499,0.097801045
-0.021223953,-0.218827485
-0.202337754,-0.350017635
-0.270385712,-0.205937026
0.10637883,-0.111655141
-0.236063557,0.235044849
-0.307155452,-0.210107967
-0.001560404,-0.229095733
-0.164899053,-0.085584793
-0.065239372,-0.164021846
0.395124881,0.267143621
0.083638494,-0.082692411
-0.014696536,-0.346839963
-0.393635293,-0.467436754
0.161365978,0.107040826
-0.383760482,-0.364961541
0.037238552,-0.012261736
-0.097443073,-0.105491452
-0.125166215,-0.209608137
0.085104539,0.028035157
-0.285212473,-0.22571448
0.24635318,0.050226236
0.241489533,0.092944995
-0.315788909,-0.56276587
-0.052071908,-0.36997631
0.155641629,0.083863429
-0.238542048,-0.394307301
-0.059591696,-0.083571193
0.115593822,0.117980054
-0.089058297,-0.086398372
-0.010520377,-0.330760265
0.043029554,0.121711268
0.413586678,0.34015515
0.316806505,0.051709339
-0.110878239,0.1007638
0.075402086,0.294959488
0.558212807,-0.033780833
-0.398513193,-0.140552618
0.265260138,0.093280838
-0.047835861,0.182559113
0.0880319,-0.04274844
0.168506614,0.196793805
-0.363444045,-0.139949271
-0.32722206,-0.154606382
0.090301817,-0.034712501
0.035903552,-0.214187034
-0.154183858,-0.106753439
-0.293253574,-0.023636649
-0.492637819,-0.353317752
0.214948187,0.129699903
-0.168574418,-0.217389714
-0.079814821,-0.154767227
-0.15646217,-0.143455634
0.042806724,-0.271365236
-0.147975039,-0.045707404
0.188068043,-0.208470345
-0.167275183,-0.00275084
0.156961827,0.040359983
0.277844629,0.210423971
-0.280015759,-0.277336936
-0.173732825,-0.262013191
-0.175908325,-0.404735647
0.824333293,0.418182185
0.119364621,-0.078945321
-0.029893125,-0.206978789
-0.113578219,-0.008268908
-0.12558231,0.115389932
0.291186081,0.143836599
0.121452611,-0.318160148
0.030914653,-0.313037223
0.115786107,-0.162391675
-0.226885888,-0.297518671
-0.232626913,-0.142085929
0.015936148,0.075708858
0.164835681,-0.637745951
0.265804651,-0.083749158
-0.194778106,-0.128680078
-0.004939581,-0.104122172
-0.031410424,0.026860172
-0.072457071,-0.445818667
0.234426802,0.170964302
-0.318713365,0.070934032
-0.061749069,-0.201740485
-0.436185416,-0.13353002
0.370514675,0.066581707
0.336169822,-0.082807496
-0.159545987,-0.308185642
0.076571328,-0.184896518
-0.436662764,-0.30542601
0.006397823,-0.006415615
0.115311021,-0.262466635
0.019339665,-0.131336936
-0.005720714,-0.177298941
0.073084476,-0.118718003
-0.066275312,-0.086744607
0.616597055,0.463314428
-0.069166268,-0.219921389
0.032454692,-0.189294818
-0.489533465,-0.187017186
0.054528218,-0.12119417
-0.451712206,-0.135169811
-0.296709963,0.089643577
-0.418412057,0.124487031
-0.329368656,-0.133416625
0.118980069,0.012393155
-0.265516586,-0.267136345
-0.260272161,-0.297742381
-0.067383874,-0.185790795
0.186319411,-0.071547404
-0.040763344,-0.156188738
-0.418219259,-0.355347232
-0.001386966,0.124532203
-0.089479375,-0.391128441
-0.152798849,0.214877224
-0.351948826,-0.265957123
-0.152811231,0.138001252
-0.223143364,-0.302221466
-0.040767022,-0.015588764
-0.078217878,-0.402508623
0.248594502,0.072278651
0.046915354,0.105351356
-0.483462938,-0.594938003
-0.071647541,-0.095824526
-0.200907652,-0.301630365
-0.120691556,-0.145360633
0.000641806,-0.031225007
0.445802821,0.18160066
0.135798826,-0.078380087
-0.337747442,-0.436019995
0.014691553,-0.040768803
0.356763839,-0.212652544
0.039975878,-0.056334156
-0.384348826,0.036889153
0.061295262,0.140709843
0.11398954,0.072331105
0.108302286,0.162871569
-0.251848027,-0.463240256
-0.237164343,0.039243865
-0.375508142,-0.270311793
0.091519471,0.137084753
-0.23548785,-0.289633298
0.258453174,0.068592855
0.123954109,0.186258156
0.24518463,0.067399981
0.084780109,0.081818978
0.010311729,-0.055663282
-0.065130158,-0.025791134
0.656669632,0.004663432
-0.10903322,-0.272661511
0.266458374,0.12394616
0.059405826,-0.293513658
0.098825648,-0.025484471
-0.21221262,-0.05378843
0.304389086,-0.02158649
-0.06467092,-0.106396384
-0.050409767,-0.350267737
0.107711581,-0.087438282
-0.005457068,-0.001866021
-0.38912956,-0.529535231
-0.151784392,-0.046285857
0.012694451,-0.119280676
0.053007504,-0.059029379
0.135260087,0.256982335
-0.10439715,-0.243996205
-0.082923804,-0.15858628
0.131754008,0.222581404
-0.007080924,0.052121186
0.040593796,-0.248681632
0.009829521,-0.136967328
0.038840443,0.003040385
-0.053252975,-0.016270087
0.02540131,0.137965681
0.044944512,0.068324173
0.061708684,-0.237887067
0.296393117,-0.12658487
-0.022756468,-0.142877221
-0.104118649,-0.501360899
-0.071489366,-0.046896762
0.040445233,-0.174682825
-0.230202988,-0.067143469
0.194378332,0.09378847
-0.215932433,-0.039714116
0.246967835,0.375441673
-0.07180369,-0.15194914
0.077928312,0.052957256
-0.524490005,-0.453098679
-0.154312569,0.333184316
-0.233670445,0.109958039
-0.455088391,-0.19830598
0.065924258,0.133077379
-0.112068917,-0.311103621
0.146476155,0.160679059
-0.361767165,-0.124383323
-0.043240887,0.031738014
-0.266966575,-0.281675176
-0.214062784,-0.352379113
-0.340182114,-0.391405585
-0.243044649,-0.354333283
-0.21389636,-0.083445304
0.343590957,0.104072177
-0.188003995,-0.149556274
-0.137151198,0.064529136
-0.271821328,-0.283406179
-0.142364402,-0.175942066
-0.269462249,-0.221621247
0.223632892,0.199463489
-0.478661493,-0.351159033
-0.451445517,-0.664107202
-0.01166003,0.00841682
0.025031544,-0.279208578
-0.062497303,0.100175403
-0.068251139,-0.332635287
-0.236333983,-0.230935155
-0.137480222,-0.247618105
0.016894083,-0.036273541
-0.044628009,-0.078122621
-0.295339938,-0.462283792
0.115635096,-0.122169673
-0.071401671,-0.026803518
-0.059176433,-0.519778489
-0.101226121,-0.20206137
-0.128551825,-0.137344395
-0.218266443,-0.306376148
0.199112812,0.058624602
0.020639508,0.115887256
0.477496516,0.049957289
0.050308954,-0.71599895
0.171236993,0.508280017
-0.136075773,0.075153405
0.228048157,0.025929294
-0.478921318,-0.311814786
-0.025457307,-0.158994161
-0.059765689,-0.085961165
0.09654753,-0.071219709
-0.11640582,-0.210915958
-0.207371129,-0.236464015
-0.254096307,-0.302924797
0.04181296,-0.102210311
-0.006022249,-0.111059199
-0.012108398,0.092841263
0.072736314,-0.202450603
-0.419853507,-0.276271536
-0.012486267,-0.157224671
-0.10334568,-0.095801449
-0.120604739,-0.150962746
-0.203843871,-0.182406165
-0.281975782,-0.205773884
-0.131465405,-0.005495843
-0.142887438,0.269975802
-0.327404314,-0.222990323
-0.362175844,-0.166254156
0.021402159,-0.012991662
-0.587969428,-0.298474258
0.269966772,-0.195537239
-0.185956672,-0.273977201
-0.231504028,-0.316049603
-0.087788551,-0.301529917
-0.334214222,-0.74220212
-0.184344056,-0.007286217
-0.062362347,-0.039807204
-0.285034374,-0.178208736
0.18375892,-0.145460534
-0.271611552,0.013871473
-0.112404647,-0.021514521
-0.254283645,-0.216150188
0.079061907,0.116537894
-0.080936035,0.271413303
-0.20017223,0.023194238
0.16815753,0.094818452
0.213796738,0.269099882
-0.035641201,-0.113023256
-0.158158751,-0.237818275
-0.384202794,-0.6213336
0.169714109,-0.081300164
-0.287595933,-0.484785532
-0.143214649,0.37232291
0.228761178,0.133233605
-0.020551599,-0.03368621
-0.160846859,-0.273569954
0.400309535,0.082529357
-0.343210266,-0.226087607
-0.035178741,-0.071712535
0.17814523,-0.1191098
0.129324714,0.060025564
0.420082913,0.1289157
0.29083071,0.121179049
0.051333603,0.341272428
-0.003494524,-0.097458323
-0.491389772,0.235384277
-0.356459722,-0.350807569
-0.120318732,-0.398754504
-0.062866548,-0.044119032
-0.087206763,-0.054007502
0.023498959,0.115102969
0.083990844,-0.30028848
0.154032834,-0.061949066
-0.218266044,-0.031978153
-0.430798716,-0.471319924
0.201685704,0.006453846
0.194759425,0.133174164
-0.035472906,-0.142058155
0.207058597,0.099763978
-0.015459441,-0.304053034
-0.187848048,0.079348371
-0.136616263,0.146970749
0.013350752,0.323389707
-6.82E-05,-0.118246695
-0.167353609,-0.033444299
-0.303371698,-0.022409563
0.112661514,0.190213154
0.237520958,0.032926917
0.032239254,0.148557357
0.382178512,0.448128917
-0.015632812,-0.129140828
-0.09731324,-0.199789216
0.479826593,0.339459669
-0.016079361,-0.180859037
-0.094477196,-0.306065542
0.17952733,0.160667462
-0.268038317,-0.35839868
0.089204987,0.129790679
-0.115805158,0.102667024
-0.38880345,-0.392639079
0.228877168,0.159542229
-0.114935875,-0.071732783
-0.075084005,-0.240122355
-0.112453106,0.075209155
0.733568409,0.318772962
-0.285170791,0.031846275
0.066330874,-0.181560855
0.069367819,0.010001762
0.317836866,0.701787666
-0.103978894,-0.13367485
-0.033972053,-0.220154094
0.101971854,-0.110924099
-0.154951086,-0.115962898
-0.117470876,-0.040347554
-0.5470823,0.066788347
0.214786843,0.202175002
0.268939624,0.222143871
-0.191625993,-0.319881064
-0.317689587,0.173929976
0.261851512,0.367614206
-0.045333431,-0.079956152
-0.271783223,-0.384175533
0.145508283,0.185668892
-0.246606375,0.097995459
-0.303145799,-0.271317104
0.067476364,0.055731971
-0.139481767,-0.212608831
0.16780593,-0.215770116
0.204736192,-0.026442587
0.185165589,-0.047730865
-0.226426518,-0.294592488
0.141496664,-0.0953213
0.126094899,-0.139043936
-0.228759035,-0.275679912
0.070002312,0.130384363
-0.301384904,-0.164213218
-0.124254164,-0.173519954
0.192210343,-0.00654054
-0.014945165,-0.01479179
0.043346638,0.175541591
-0.152478219,-0.131893962
-0.081657628,-0.182550437
-0.110802055,-0.379613369
0.090109533,0.152072848
0.047573783,0.040525075
-0.201822047,0.009515766
-0.201608264,-0.027345255
-0.120550924,-0.174337165
-0.569450675,-0.148705604
-0.019326522,0.009026298
0.280306719,0.023889696
0.07571855,0.144820631
-0.434179409,-0.609484601
-0.135770114,-0.146380241
-0.248992809,-0.242922503
-0.19001336,-0.265132924
-0.04272066,-0.057971775
0.227610427,0.301698201
-0.026242348,-0.337630676
-0.295116066,-0.394853765
-0.198785821,-0.22718539
-0.321195097,-0.746938808
-0.040692602,0.136596809
0.442941456,0.050657535
0.075639258,-0.252062951
-0.037463739,0.390586788
-0.181916884,-0.034519002
0.25977198,0.200997528
-0.189371513,-0.195180698
-0.159262193,-0.111478207
0.060994741,-0.131272968
0.389424316,0.28374103
-0.178833563,-0.413183813
0.084621898,-0.020203068
0.074335726,-0.020664978
0.050255266,0.05199281
-0.055662821,-0.021309814
0.316760858,-0.088470412
0.122039327,0.127121749
-0.200240982,-0.392764192
0.009651249,0.371472814
-0.097350736,-0.19493432
-0.017379877,0.024218505
1.023845312,0.324220407
-0.157491945,-0.129283195
0.45999361,0.324306963
0.079854017,0.31685702
-0.094659349,-0.148132795
-0.060789571,-0.069421893
0.387939167,0.086087727
-0.023203012,0.069313236
-0.116364802,0.009712473
0.58466012,0.153161867
0.065693934,0.303310255
0.251855061,-0.088112462
-0.260922658,-0.190727996
-0.172463521,-0.038015164
-0.056519402,-0.190508866
-0.00723861,-0.15470715
0.286333462,-0.220503675
-0.154256654,-0.170358545
-0.624105219,-0.282675398
-0.205771176,-0.216242497
0.006546249,-0.078833695
-0.355926149,-0.508778211
0.211036815,-0.133252176
0.212482279,0.007387779
0.02245454,-0.112104229
0.004124521,0.115560702
-0.035767656,-0.451275233
0.274484355,-0.025966202
0.205164021,0.084153152
0.185208677,0.245254953
0.220868305,0.117470159
-0.029040981,-0.103967679
0.228120582,0.091660725
0.46845499,0.063273297
0.245860744,0.033230869
0.259382024,0.12242788
0.243713556,0.022524157
0.235096933,0.29363292
-0.045106211,-0.08039925
-0.023415386,0.000767147
0.031131659,-0.04748771
-0.557708999,-0.430056708
-0.234578348,-0.23314695
-0.42687493,-0.620920897
0.121133315,-0.114859538
-0.102367915,0.062503629
-0.244057353,-0.034645512
-0.025160833,0.076729141
-0.447202277,-0.20435526
0.014820449,-0.185034897
0.275675247,0.060108258
-0.246758435,-0.158683579
-0.145306657,-0.179083341
-0.193577389,-0.160398267
-0.016625661,-0.112161939
0.11542334,-0.250981187
-0.27210595,-0.236213242
-0.146159217,0.100053012
-0.141680645,-0.308976962
-0.003318708,0.058839685
-0.05144421,0.078908943
0.147499091,0.024354722
-0.087168784,-0.177281208
-0.273864679,-0.357824621
0.082395855,-0.231720384
-0.147345363,-0.183116243
-0.115482562,-0.077949026
-0.15237273,0.041083903
-0.28248848,-0.384839983
-0.15561814,-0.165069462
-0.140265476,-0.001060999
-0.025378339,0.065143693
-0.021678318,0.00438769
-0.197687776,-0.247532906
0.351985976,-0.107453821
-0.198197189,-0.066071314
0.025368312,-0.148779957
-0.029354306,-0.082609704
-0.233751706,-0.408774168
0.104159501,0.005256365
-0.340206827,-0.315123964
-0.007646837,-0.348415833
-0.100706708,0.078012147
0.024025511,-0.038903006
0.478897171,0.166466799
-0.12263869,-0.12739159
-0.113439106,-0.344020717
-0.347470324,0.066821195
0.094067311,-0.161131084
-0.068913672,-0.152458974
-0.07804956,-0.064269589
0.421624586,-0.442921071
